Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path
FinancialServices01;Nieke2018;True;2017-09-28;finance;FeatureIDE;xml;2018;['ManualCreation'];True;https://gitlab.com/evolutionexplanation/evolutionexplanation;https://doi.org/10.1145/3393934.3278123;feature_models/original/finance/FinancialServices01/Nieke2018-2017-09-28.xml
FinancialServices01;Nieke2018;True;2017-10-20;finance;FeatureIDE;xml;2018;['ManualCreation'];True;https://gitlab.com/evolutionexplanation/evolutionexplanation;https://doi.org/10.1145/3393934.3278123;feature_models/original/finance/FinancialServices01/Nieke2018-2017-10-20.xml
FinancialServices01;Nieke2018;True;2017-11-20;finance;FeatureIDE;xml;2018;['ManualCreation'];True;https://gitlab.com/evolutionexplanation/evolutionexplanation;https://doi.org/10.1145/3393934.3278123;feature_models/original/finance/FinancialServices01/Nieke2018-2017-11-20.xml
FinancialServices01;Nieke2018;True;2017-12-22;finance;FeatureIDE;xml;2018;['ManualCreation'];True;https://gitlab.com/evolutionexplanation/evolutionexplanation;https://doi.org/10.1145/3393934.3278123;feature_models/original/finance/FinancialServices01/Nieke2018-2017-12-22.xml
FinancialServices01;Nieke2018;True;2018-01-23;finance;FeatureIDE;xml;2018;['ManualCreation'];True;https://gitlab.com/evolutionexplanation/evolutionexplanation;https://doi.org/10.1145/3393934.3278123;feature_models/original/finance/FinancialServices01/Nieke2018-2018-01-23.xml
FinancialServices01;Nieke2018;True;2018-02-20;finance;FeatureIDE;xml;2018;['ManualCreation'];True;https://gitlab.com/evolutionexplanation/evolutionexplanation;https://doi.org/10.1145/3393934.3278123;feature_models/original/finance/FinancialServices01/Nieke2018-2018-02-20.xml
FinancialServices01;Nieke2018;True;2018-03-26;finance;FeatureIDE;xml;2018;['ManualCreation'];True;https://gitlab.com/evolutionexplanation/evolutionexplanation;https://doi.org/10.1145/3393934.3278123;feature_models/original/finance/FinancialServices01/Nieke2018-2018-03-26.xml
FinancialServices01;Nieke2018;True;2018-04-23;finance;FeatureIDE;xml;2018;['ManualCreation'];True;https://gitlab.com/evolutionexplanation/evolutionexplanation;https://doi.org/10.1145/3393934.3278123;feature_models/original/finance/FinancialServices01/Nieke2018-2018-04-23.xml
FinancialServices01;Nieke2018;True;2018-05-09;finance;FeatureIDE;xml;2018;['ManualCreation'];True;https://gitlab.com/evolutionexplanation/evolutionexplanation;https://doi.org/10.1145/3393934.3278123;feature_models/original/finance/FinancialServices01/Nieke2018-2018-05-09.xml
bank;AlHajjaji2019;False;;finance;FeatureIDE;xml;2019;[];True;https://wwwiti.cs.uni-magdeburg.de/iti_db/research/spl-testing/;https://doi.org/10.1007/s10270-016-0569-2;feature_models/original/finance/bank/AlHajjaji2019.xml
decisional;Mendonca2009;False;;finance;SXFM;xml;2009;['Manual'];True;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/finance/decisional/Mendonca2009.xml
decisionmaking;AlHajjaji2019;False;;finance;FeatureIDE;xml;2019;[];True;https://wwwiti.cs.uni-magdeburg.de/iti_db/research/spl-testing/;https://doi.org/10.1007/s10270-016-0569-2;feature_models/original/finance/decisionmaking/AlHajjaji2019.xml
Tankwar;Schulze2012;False;;games;FeatureIDE;xml;2012;[];True;https://github.com/FeatureIDE/FeatureIDE;https://doi.org/10.1145/.-2110147.2110156;feature_models/original/games/Tankwar/Schulze2012.xml
pc-richmond;Sprey2020;False;;hardware;FeatureIDE;xml;2019;['Manual'];True;https://github.com/Subaro/SMT-Based-Variability-Analyses-for-FeatureIDE;https://doi.org/10.1145/3377024.3377036;feature_models/original/hardware/pc-richmond/Sprey2020.xml
printer;Mendonca2009;False;;hardware;SXFM;xml;2009;['Manual'];True;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/hardware/printer/Mendonca2009.xml
routefinding;Mendonca2009;False;;navigation;SXFM;xml;2009;['Manual'];True;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/navigation/routefinding/Mendonca2009.xml
subseacontrolsystem;Mendonca2009;False;;navigation;SXFM;xml;2009;['Manual'];True;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/navigation/subseacontrolsystem/Mendonca2009.xml
CVE;VarelaVaca2020;False;2002-2436;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2002-2436.afm
CVE;VarelaVaca2020;False;2002-2437;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2002-2437.afm
CVE;VarelaVaca2020;False;2005-4134;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2005-4134.afm
CVE;VarelaVaca2020;False;2006-2894;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2006-2894.afm
CVE;VarelaVaca2020;False;2006-6497;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2006-6497.afm
CVE;VarelaVaca2020;False;2007-0008;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-0008.afm
CVE;VarelaVaca2020;False;2007-0009;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-0009.afm
CVE;VarelaVaca2020;False;2007-0776;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-0776.afm
CVE;VarelaVaca2020;False;2007-2292;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-2292.afm
CVE;VarelaVaca2020;False;2007-3073;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-3073.afm
CVE;VarelaVaca2020;False;2007-4841;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-4841.afm
CVE;VarelaVaca2020;False;2007-4879;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-4879.afm
CVE;VarelaVaca2020;False;2007-5045;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-5045.afm
CVE;VarelaVaca2020;False;2007-5337;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-5337.afm
CVE;VarelaVaca2020;False;2007-5340;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-5340.afm
CVE;VarelaVaca2020;False;2008-0016;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0016.afm
CVE;VarelaVaca2020;False;2008-0028;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0028.afm
CVE;VarelaVaca2020;False;2008-0412;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0412.afm
CVE;VarelaVaca2020;False;2008-0413;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0413.afm
CVE;VarelaVaca2020;False;2008-0414;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0414.afm
CVE;VarelaVaca2020;False;2008-0415;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0415.afm
CVE;VarelaVaca2020;False;2008-0416;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0416.afm
CVE;VarelaVaca2020;False;2008-0418;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0418.afm
CVE;VarelaVaca2020;False;2008-0419;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0419.afm
CVE;VarelaVaca2020;False;2008-0420;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0420.afm
CVE;VarelaVaca2020;False;2008-0592;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0592.afm
CVE;VarelaVaca2020;False;2008-0593;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0593.afm
CVE;VarelaVaca2020;False;2008-1233;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1233.afm
CVE;VarelaVaca2020;False;2008-1234;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1234.afm
CVE;VarelaVaca2020;False;2008-1235;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1235.afm
CVE;VarelaVaca2020;False;2008-1236;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1236.afm
CVE;VarelaVaca2020;False;2008-1237;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1237.afm
CVE;VarelaVaca2020;False;2008-1238;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1238.afm
CVE;VarelaVaca2020;False;2008-1240;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1240.afm
CVE;VarelaVaca2020;False;2008-1241;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1241.afm
CVE;VarelaVaca2020;False;2008-1380;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1380.afm
CVE;VarelaVaca2020;False;2008-2785;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2785.afm
CVE;VarelaVaca2020;False;2008-2798;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2798.afm
CVE;VarelaVaca2020;False;2008-2799;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2799.afm
CVE;VarelaVaca2020;False;2008-2801;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2801.afm
CVE;VarelaVaca2020;False;2008-2802;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2802.afm
CVE;VarelaVaca2020;False;2008-2803;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2803.afm
CVE;VarelaVaca2020;False;2008-2805;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2805.afm
CVE;VarelaVaca2020;False;2008-2807;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2807.afm
CVE;VarelaVaca2020;False;2008-2810;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2810.afm
CVE;VarelaVaca2020;False;2008-2811;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2811.afm
CVE;VarelaVaca2020;False;2008-3835;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-3835.afm
CVE;VarelaVaca2020;False;2008-3837;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-3837.afm
CVE;VarelaVaca2020;False;2008-4058;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4058.afm
CVE;VarelaVaca2020;False;2008-4060;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4060.afm
CVE;VarelaVaca2020;False;2008-4061;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4061.afm
CVE;VarelaVaca2020;False;2008-4062;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4062.afm
CVE;VarelaVaca2020;False;2008-4065;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4065.afm
CVE;VarelaVaca2020;False;2008-4067;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4067.afm
CVE;VarelaVaca2020;False;2008-4068;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4068.afm
CVE;VarelaVaca2020;False;2008-4069;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4069.afm
CVE;VarelaVaca2020;False;2008-4107;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4107.afm
CVE;VarelaVaca2020;False;2008-5013;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5013.afm
CVE;VarelaVaca2020;False;2008-5016;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5016.afm
CVE;VarelaVaca2020;False;2008-5500;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5500.afm
CVE;VarelaVaca2020;False;2008-5503;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5503.afm
CVE;VarelaVaca2020;False;2008-5506;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5506.afm
CVE;VarelaVaca2020;False;2008-5507;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5507.afm
CVE;VarelaVaca2020;False;2008-5510;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5510.afm
CVE;VarelaVaca2020;False;2008-5511;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5511.afm
CVE;VarelaVaca2020;False;2008-5512;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5512.afm
CVE;VarelaVaca2020;False;2008-5513;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5513.afm
CVE;VarelaVaca2020;False;2008-7293;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-7293.afm
CVE;VarelaVaca2020;False;2009-0352;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0352.afm
CVE;VarelaVaca2020;False;2009-0353;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0353.afm
CVE;VarelaVaca2020;False;2009-0355;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0355.afm
CVE;VarelaVaca2020;False;2009-0356;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0356.afm
CVE;VarelaVaca2020;False;2009-0357;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0357.afm
CVE;VarelaVaca2020;False;2009-0652;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0652.afm
CVE;VarelaVaca2020;False;2009-0771;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0771.afm
CVE;VarelaVaca2020;False;2009-0772;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0772.afm
CVE;VarelaVaca2020;False;2009-0773;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0773.afm
CVE;VarelaVaca2020;False;2009-0774;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0774.afm
CVE;VarelaVaca2020;False;2009-0775;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0775.afm
CVE;VarelaVaca2020;False;2009-0776;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-0776.afm
CVE;VarelaVaca2020;False;2009-1169;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-1169.afm
CVE;VarelaVaca2020;False;2009-1302;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-1302.afm
CVE;VarelaVaca2020;False;2009-1303;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-1303.afm
CVE;VarelaVaca2020;False;2009-1304;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-1304.afm
CVE;VarelaVaca2020;False;2009-1305;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-1305.afm
CVE;VarelaVaca2020;False;2009-1306;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-1306.afm
CVE;VarelaVaca2020;False;2009-1307;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-1307.afm
CVE;VarelaVaca2020;False;2009-1308;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2009-1308.afm
