model;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfClauses;NumberOfLiterals;ClauseDensity;RatioOptionalFeatures;ConnectivityDensity;Void;#CORE;#Dead;NumberOfValidConfigurations;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/am31_sim/Berger2013.uvl;1166;1165;1165;2968;2.69272237196766;2.54545454545455;0.999142367066895;2;1165;4134;9452;0.437367752856538;0.978559176672384;2911;true;25;25;-2;1738;1584
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/am31_sim/Knüppel2017.uvl;1178;891;30;819;2.96825396825397;0.695246179966044;0.835314091680815;7;4.10104529616725;2747;5632;0.487748579545455;0.954159592529711;1777;true;6;6;2.62651869499446E+118;598;580
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/android/Mendonca2009-5.1.uvl;210;161;12;38;2.42105263157895;0.180952380952381;0.180952380952381;8;4.26530612244898;614;1330;0.461654135338346;0.814285714285714;550;true;39;39;8.38052185381364E+021;341;281
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/android/Mendonca2009-6.uvl;179;137;12;26;2.38461538461538;0.145251396648045;0.145251396648045;8;4.23809523809524;400;870;0.459770114942529;0.748603351955307;401;true;45;45;3.53604612014874E+023;223;174
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/asb/Berger2013.uvl;1232;1231;1231;3081;2.66893865628043;2.50081168831169;0.999188311688312;2;1231;4313;9813;0.439519005400999;0.977272727272727;3068;true;28;28;-2;1829;1661
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/asb/Knüppel2017.uvl;1244;952;32;851;2.97414806110458;0.684083601286174;0.819131832797428;7;4.25684931506849;2866;5872;0.48807901907357;0.953376205787781;1870;true;6;6;1.70722225082874E+128;625;595
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/asb2305/Berger2013.uvl;1243;1242;1242;3101;2.66430183811674;2.49477071600965;0.999195494770716;2;1242;4344;9874;0.43994328539599;0.976669348350764;3092;true;29;29;-2;1842;1674
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/asb2305/Knüppel2017.uvl;1255;959;32;857;2.97316219369895;0.682868525896414;0.818326693227092;7;4.23648648648649;2892;5923;0.48826608137768;0.946613545816733;1883;true;6;6;3.41444450139482E+128;627;597
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/assabet/Berger2013.uvl;1267;1266;1266;3883;3.89389647180015;3.06471981057616;0.999210734017364;2;1266;5150;13712;0.375583430571762;0.976322020520916;3203;true;30;30;-2;1930;1741
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/assabet/Knüppel2017.uvl;1279;966;35;927;3.02049622437972;0.724784988272088;0.845191555903049;7;4.08306709265176;3017;6222;0.484892317582771;0.940578577013292;1969;true;6;6;1.24810043569446E+125;689;654
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/at91sam7sek/Berger2013.uvl;1297;1296;1296;3921;3.8740117317011;3.02313030069391;0.99922898997687;2;1296;5218;13844;0.376914186651257;0.976869699306091;3251;true;30;30;-2;1948;1762
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/at91sam7sek/Knüppel2017.uvl;1309;999;34;917;3.07742639040349;0.700534759358289;0.843391902215432;7;4.21935483870968;3075;6335;0.485398579321231;0.937356760886173;1986;true;6;6;2.10580829637855E+127;676;647
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/at91sam7xek/Berger2013.uvl;1320;1319;1319;3963;3.8554125662377;3.00227272727273;0.999242424242424;2;1319;5283;13977;0.37797810688989;0.977272727272727;3304;true;30;30;-2;1978;1786
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/at91sam7xek/Knüppel2017.uvl;1332;1018;34;928;3.08081896551724;0.696696696696697;0.838588588588589;7;4.23885350318471;3124;6435;0.485470085470085;0.948948948948949;2016;true;6;6;7.64439161246742E+131;683;646
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/atlas_mips32_4kc/Berger2013.uvl;1217;1216;1216;3078;2.67251461988304;2.5291700903862;0.999178307313065;2;1216;4295;9782;0.439071764465345;0.976170912078882;3042;true;29;29;-2;1818;1646
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/atlas_mips32_4kc/Knüppel2017.uvl;1229;928;33;859;2.9802095459837;0.698942229454841;0.83726606997559;7;4.0797342192691;2875;5893;0.48786696080095;0.961757526444264;1860;true;6;6;2.46623301698976E+123;630;605
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/atlas_mips64_5kc/Berger2013.uvl;1210;1209;1209;3066;2.67514677103718;2.53388429752066;0.999173553719008;2;1209;4276;9744;0.438834154351396;0.97603305785124;3028;true;29;29;-2;1811;1640
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/atlas_mips64_5kc/Knüppel2017.uvl;1222;923;33;857;2.97432905484247;0.701309328968903;0.837152209492635;7;4.08361204013378;2859;5861;0.487800716601263;0.961538461538462;1853;true;6;6;9.8648445173358E+122;630;605
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/automotive/automotive01/Kowal2016.uvl;2513;1805;6;2833;2;1.12733784321528;0.509351372861122;13;3.54802259887006;10311;21765;0.473742246726396;0.882610425785913;9618;true;100;100;5.27853921982132E+210;7106;6185
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/automotive/automotive2/Knüppel2017-2_1.uvl;14010;12615;3;666;2.1021021021021;0.0475374732334047;0.0574589578872234;11;10.04229390681;237706;485470;0.489640966486086;0.899928622412562;241821;true;1394;1394;4708174165077472932361825454061708418733765087022208250272164100030554868873304582522348781835755186734487433063464222074577923155685882877508048638089902311338718865582559946677751586754777713334060627028885002057273975933690887272089221240646175679466018558742160816405158846938079217880880886653486755472935055305079364446078388009117784939058417059164714258462885762670734753331762602688405876617014387437776067911054120549018481316595285523592575636468205907966397149428087723070244193772040937344369205979602189017065473049138980782127086519681226091784500990194989715462866442266415761977135898593311700480169992948188186987550499175177229368698373202401381210699935359280726229102128628613419608443987923517952427899419684803803420715706445826754107884579289213477531017359625630709941195522141847207503381109172056392149658496348197676849697103437678312743617678503611116711621161390384399307774876990788368247227256891960256114576012912403722979233374603732782000868735341252768220975114269679711310746452020131460380202796875971565633402437477566837578381432082025297651000372955680927143332278050578775823540481794631873296564865893698614065205970961922890137600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;227812;218620
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/automotive/automotive2/Knüppel2017-2_2.uvl;17742;16039;3;914;2.07439824945295;0.0515161763048134;0.064930672979371;11;10.4174985320023;342935;698969;0.490629770419003;0.909705782888062;347302;true;1593;1593;51833978358399315552265724961086309964577182691265992587274449678280102418540023172486524416529148737531548207973639905155559717835386339158276130886255950317476974259553954328502655711251415527735718226633787962873134123528713472828440211012863199932553598506700090703132377315444503330421181647334930492367248560365491480523890784825739568168709756151572305358103964030313635259742300447757250542262930555785177540614269830173221926032719543411470527888808632518874937362824188138341888074589829842756917608379897763729305576904920443865503123845731343884211159789088969366124575328717070974352311199744304740029893503032258371588166006112686876499358860932647041759537940358541454441060745253667467308393947331904848062804896948839937209333660353903157527291892775435465373017288814298564717680657322273153656250829631148878135660066008066084641890550900090403211132121207426988194918087245361024381302157487153469654130094969292755799880777461365369058728113222411591911490198005144667783132148781641206554199377588143836647066737944494843818031381643634210569818760184995892412892099826915961105975196473784452391566848456789220301238870817803024591246614583895250555517798191426501252398899004757639683345860288431458819322995250838889179920770363504845857405391925640026937025611015105713866230016176108753689715993575285850341354870585235464106036687199555389964941917352482779955200000000000000000000000000000000000000000000000000000000000000000000;329561;317353
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/automotive/automotive2/Knüppel2017-2_3.uvl;18434;16660;3;1300;2.25692307692308;0.0705218617771509;0.0773028100249539;11;10.3906426155581;347557;708690;0.490421764099959;0.90398177281111;352498;true;1760;1760;124677158630771992388737274903144395143304422549798277719391799594870489500703808659688475076268317869912555470613713929691640224770762398944209874897359173593095443687267724538731733090205413699000686174205604563679183589457232377690322261624015915170461441706180314385536514600387403080135006568532484787892848161273952576287142165205358698838904811638160188176037581684016994400235203403150810331655621013615698057706035390621003047848595038795933456400788331456365967529610651255143488623704898957919830973667341723301400525015505222181389739538943143790564173292231368568131750013736577090793653032461175202437680317716690037543125535805521623396329598511365949217937067900081444299276723682155564210582803787756552891157103661541176527056881008826626873935623011608719636083069216786245975560305568984911737263764072946322197760823659018931644830372152412529684198481429399318459761507779604201409554741363566926104560622454354530984795216655543388162435296545326948397572981095199529113152135120321005126684828046862528093743491549098493785700223513151681610549543583465314724307138800048335461509086066265830184304871427222747411680566756497884349386349948662811406551078381193675364763349746367906768769525405619800608253806469704058788973381557729554492105622180807407879500664707776577380585585437688717627999998833916515533435990014542214210345181209905523489293641172993096743867182910301853630595072000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;334065;321496
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/automotive/automotive2/Knüppel2017-2_4.uvl;18616;16828;3;1369;2.30679327976625;0.0735388912763214;0.0806295659647615;11;10.4110738255034;350149;714004;0.49040201455454;0.904007305543618;354753;true;1777;1777;16505272636520770608049807336686263419262278171474896528902674080188226535986513386206222739154199990312304316432375708419908334951120777840761446056501033491673756322502123336090943486436039243372030766943458602037261070847529674534356018156008670682187009867114669183165589812678347677020009178324343716516097209109845184348679968274326123049227527790019157116786715333025963056661497445641173800199765222163167371496529076598275345593840432679060593082091562556148743367163011059914376453848874833624216454940443543476903147239713725910883379897186772787280371367887760273478656423910102759489682512679566900002943975655597096674268679680101882972677272515371297444691753104874195657464993976495326679318657622295700861777088118982149971100416087768578981508055766733740078413795875538473667538095783126142950285621270589214044781390019682483886583359849938540211221775670172765581722321182214883760887169041797021188330713322356432125673511102447057280896884295376155649470685335338495258057322025865111781429202794739966258303407257483764514048109066413495739887120721093956731137104071984616616093530304438776638066291197761951034921410607293591331155786344517409313802138987056145557947322022252231548896287559556403966183750725000574198535237943080891660398515976002019199247649442832823641555125736303883310186456855445612857146873733447167431344738817867253190162116602107467483579427839512688474377395370679756390400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;336138;323477
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/axTLS/Berger2013.uvl;685;684;684;2155;2.74756380510441;3.14598540145985;0.998540145985401;2;684;2840;7222;0.393242869011354;0.440875912408759;2129;true;383;383;5.35493151143001E+061;1445;1071
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/finance/bank/AlHajjaji2019.uvl;176;148;3;4;2;0.0227272727272727;0.0284090909090909;6;6.25;280;595;0.470588235294118;0.903409090909091;268;true;17;17;5.25822799036219E+031;93;70
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/database/berkeleydb/Hierons2020.uvl;117;103;8;282;2;2.41025641025641;0.829059829059829;6;8.28571428571429;417;895;0.465921787709497;0.829059829059829;2094;true;14;14;32;1978;1918
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/brutus/Berger2013.uvl;1222;1221;1221;3754;3.94086307938199;3.07201309328969;0.999181669394435;2;1221;4976;13324;0.373461422996097;0.976268412438625;3073;true;29;29;-2;1845;1676
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/brutus/Knüppel2017.uvl;1234;937;33;876;3.04566210045662;0.709886547811994;0.840356564019449;7;4.15151515151515;2899;5974;0.485269501171744;0.948136142625608;1882;true;6;6;1.20829708126123E+122;647;620
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/Buildroot/Berger2013.uvl;14911;14910;14910;45603;2.59708791088306;3.05834618737845;0.999128160418483;2;14910;60514;147686;0.409747707975028;0.546911675943934;82756;true;6756;6756;-2;67846;57377
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Berger2013-1.18.0.uvl;6797;6796;6796;17836;2.53038797936757;2.62409886714727;0.999852876268942;2;6796;24633;57619;0.427515229351429;0.419155509783728;18257;true;3948;3948;854075669323579399790707374136448701107325980671579901583741695136261559547000356063998383013116734944685889053749794289877546225975349463869929992752417357407379871542342618518587296972822893069170695651768601457675150526348418199235805357370037922642678387369148077471274912350230351865893461493211397487423325744925735829924966893097270135413824046879329231710760051743217570617449045128042920471370423289750007867953928598270292015105298959240812065175715794542972671927276216129558534396998209413611740240346176530949737161344782197296738281499130018974990336000000000000;11461;8641
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Knüppel2017-1.18.0.uvl;854;683;444;123;6.48780487804878;0.144028103044496;0.263466042154567;5;4.98830409356725;1164;2459;0.473363155754372;0.951990632318501;1275;true;23;23;2.06113851935678E+201;422;375
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Oh2020-1_28_0.uvl;;;;;;;;;;;;;;;;;;;;
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-20_17-12-43.uvl;575;574;574;463;2.19654427645788;0.805217391304348;0.761739130434783;2;574;1038;2166;0.479224376731302;0.989565217391304;1072;true;6;6;5.71668229587129E+145;498;418
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-20_21-51-38.uvl;576;575;575;463;2.19654427645788;0.803819444444444;0.760416666666667;2;575;1039;2168;0.479243542435424;0.989583333333333;1073;true;6;6;1.14333645917426E+146;498;408
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-20_21-52-49.uvl;576;575;575;463;2.19654427645788;0.803819444444444;0.760416666666667;2;575;1039;2168;0.479243542435424;0.989583333333333;1073;true;6;6;1.14333645917426E+146;498;408
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-20_22-22-18.uvl;576;575;575;463;2.19654427645788;0.803819444444444;0.760416666666667;2;575;1039;2168;0.479243542435424;0.989583333333333;1073;true;6;6;1.14333645917426E+146;498;408
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-21_10-18-23.uvl;576;575;575;463;2.19654427645788;0.803819444444444;0.760416666666667;2;575;1039;2168;0.479243542435424;0.989583333333333;1073;true;6;6;1.14333645917426E+146;498;408
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-21_10-19-48.uvl;576;575;575;463;2.19654427645788;0.803819444444444;0.760416666666667;2;575;1039;2168;0.479243542435424;0.989583333333333;1073;true;6;6;1.14333645917426E+146;498;408
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-21_23-30-54.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-22_21-46-11.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-23_00-26-32.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-23_00-32-25.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-23_13-01-10.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-23_15-16-41.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-23_15-22-50.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-24_12-18-16.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-24_12-19-56.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-24_12-26-39.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-24_13-22-01.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-24_13-22-47.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-24_13-52-46.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-25_02-16-25.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-25_02-46-01.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-25_10-00-36.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-25_11-12-32.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-25_14-34-30.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-26_11-59-01.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-26_16-44-20.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
/home/chico/fm-collection/feature-model-batch-analysis/../feature-model-benchmark/feature_models/uvl-wo-linux/systems_software/BusyBox/Pett2021-2007-05-26_19-00-18.uvl;579;578;578;463;2.19654427645788;0.799654576856649;0.756476683937824;2;578;1042;2174;0.479300827966881;0.989637305699482;1076;true;6;6;9.14669167339406E+146;498;402
