Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;Number_Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfAlternatives;NumberOfOrs;NumberOfClauses;NumberOfLiterals;NumberOfUnitClauses;NumberOfTwoClauses;ClauseDensity;NumberOfTautologies;NumberOfRedundantConstraints;ConnectivityDensity;Void;Number_CORE;Number_Dead;RatioOptionalFeatures;NumberOfFalseOptionalFeatures;NumberOfOptionalFeatures;NumberOfValidConfigurationsLog;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
printer;Mendonca2009;False;;hardware;SXFM;xml;2009;['Manual'];True;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/hardware/printer/Mendonca2009.xml;hardware/printer/Mendonca2009;172.0;136.0;13.0;0;0;0;0;4;4.75;9;18;309;711;1;281;0.434599156118143;0;0;472;1;49;0;0.715116279069768;0;123;28;301;234
routefinding;Mendonca2009;False;;navigation;SXFM;xml;2009;['Manual'];True;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/navigation/routefinding/Mendonca2009.xml;navigation/routefinding/Mendonca2009;103.0;56.0;1.0;2;17;0.0194174757281553;0.330097087378641;10;2.17021276595745;10;16;185;429;1;156;0.431235431235431;0;2;376;1;43;0;0.58252427184466;0;60;13;274;257
subseacontrolsystem;Mendonca2009;False;;navigation;SXFM;xml;2009;['Manual'];True;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/navigation/subseacontrolsystem/Mendonca2009.xml;navigation/subseacontrolsystem/Mendonca2009;145.0;94.0;6.0;13;2;0.0896551724137931;0.179310344827586;11;2.82352941176471;29;0;378;826;1;348;0.457627118644068;0;0;307;1;24;0;0.83448275862069;1;121;11;163;131
CVE;VarelaVaca2020;False;2002-2436;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2002-2436.afm;security/CVE/VarelaVaca2020-2002-2436;309.0;295.0;4.0;264;3.10606060606061;0.854368932038835;0.954692556634304;5;22;7;0;13929;28312;1;13780;0.491982198361119;0;3;13829;1;7;0;0.977346278317152;0;302;4;13521;13394
CVE;VarelaVaca2020;False;2002-2437;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2002-2437.afm;security/CVE/VarelaVaca2020-2002-2437;309.0;295.0;4.0;264;3.10606060606061;0.854368932038835;0.954692556634304;5;22;7;0;13929;28312;1;13780;0.491982198361119;0;3;13829;1;7;0;0.977346278317152;0;302;4;13521;13384
CVE;VarelaVaca2020;False;2005-4134;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2005-4134.afm;security/CVE/VarelaVaca2020-2005-4134;102.0;84.0;6.0;37;2.37837837837838;0.362745098039216;0.431372549019608;5;5.61111111111111;8;0;1100;2288;1;1083;0.480769230769231;0;33;1079;1;1;93;0.0784313725490196;82;8;1;978;913
CVE;VarelaVaca2020;False;2006-2894;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2006-2894.afm;security/CVE/VarelaVaca2020-2006-2894;138.0;121.0;5.0;76;2.18421052631579;0.550724637681159;0.601449275362319;5;8.05882352941176;7;1;2564;5253;1;2547;0.488102036931277;0;72;2545;1;1;128;0.0652173913043478;118;9;2;2408;2298
CVE;VarelaVaca2020;False;2006-6497;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2006-6497.afm;security/CVE/VarelaVaca2020-2006-6497;129.0;115.0;4.0;96;2.48958333333333;0.744186046511628;0.86046511627907;5;9.14285714285714;7;0;1793;3721;1;1760;0.481859715130341;0;3;1766;1;7;0;0.945736434108527;0;122;3;1638;1539
CVE;VarelaVaca2020;False;2007-0008;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-0008.afm;security/CVE/VarelaVaca2020-2007-0008;123.0;107.0;4.0;87;2.54022988505747;0.707317073170732;0.829268292682927;5;7.625;8;0;1724;3575;1;1690;0.482237762237762;0;4;1695;1;7;0;0.943089430894309;0;116;3;1573;1490
CVE;VarelaVaca2020;False;2007-0009;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-0009.afm;security/CVE/VarelaVaca2020-2007-0009;133.0;110.0;6.0;55;2.6;0.413533834586466;0.518796992481203;5;5.73913043478261;12;0;1371;2864;1;1341;0.478701117318436;0;49;1337;1;1;124;0.0601503759398496;109;8;1;1205;1132
CVE;VarelaVaca2020;False;2007-0776;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-0776.afm;security/CVE/VarelaVaca2020-2007-0776;121.0;107.0;4.0;89;2.52808988764045;0.735537190082645;0.859504132231405;5;8.57142857142857;7;0;1953;4033;1;1920;0.484254897098934;0;3;1926;1;7;0;0.942148760330579;0;114;3;1806;1720
CVE;VarelaVaca2020;False;2007-2292;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-2292.afm;security/CVE/VarelaVaca2020-2007-2292;102.0;88.0;5.0;76;2.18421052631579;0.745098039215686;0.813725490196078;5;7.21428571428571;6;0;2011;4114;1;1996;0.488818667963053;0;73;1994;1;1;94;0.0686274509803922;85;7;1;1893;1810
CVE;VarelaVaca2020;False;2007-3073;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-3073.afm;security/CVE/VarelaVaca2020-2007-3073;119.0;105.0;5.0;106;2.29245283018868;0.890756302521008;0.521008403361345;7;8.42857142857143;4;0;2512;5130;1;2499;0.489668615984405;0;1;2493;1;12;0;0.899159663865546;1;107;4;2375;2282
CVE;VarelaVaca2020;False;2007-4841;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-4841.afm;security/CVE/VarelaVaca2020-2007-4841;145.0;131.0;4.0;112;2.58035714285714;0.772413793103448;0.875862068965517;5;10.2857142857143;7;0;2764;5690;1;2722;0.485764499121265;0;3;2734;1;7;0;0.951724137931035;0;138;3;2590;2527
CVE;VarelaVaca2020;False;2007-4879;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-4879.afm;security/CVE/VarelaVaca2020-2007-4879;105.0;94.0;4.0;82;2.17073170731707;0.780952380952381;0.847619047619048;5;9.45454545454546;5;0;2302;4699;1;2288;0.489891466269419;0;2;2285;1;7;0;0.933333333333333;0;98;3;2181;2100
CVE;VarelaVaca2020;False;2007-5045;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-5045.afm;security/CVE/VarelaVaca2020-2007-5045;117.0;104.0;5.0;79;2.26582278481013;0.675213675213675;0.675213675213675;5;8.92307692307692;6;0;2376;4861;1;2359;0.488788315161489;0;77;2359;1;1;109;0.0598290598290598;100;7;1;2243;2150
CVE;VarelaVaca2020;False;2007-5337;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-5337.afm;security/CVE/VarelaVaca2020-2007-5337;102.0;87.0;6.0;145;2.37931034482759;1.42156862745098;0.843137254901961;5;6.73333333333333;6;0;2022;4142;1;2001;0.488169966199903;0;71;2003;1;1;90;0.107843137254902;83;11;1;1902;1846
CVE;VarelaVaca2020;False;2007-5340;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2007-5340.afm;security/CVE/VarelaVaca2020-2007-5340;143.0;129.0;4.0;110;2.59090909090909;0.769230769230769;0.874125874125874;5;10.1428571428571;7;0;2687;5534;1;2645;0.485543910372244;0;3;2657;1;7;0;0.951048951048951;0;136;3;2515;2459
CVE;VarelaVaca2020;False;2008-0016;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0016.afm;security/CVE/VarelaVaca2020-2008-0016;115.0;103.0;4.0;91;2.15384615384615;0.791304347826087;0.852173913043478;5;9.5;5;0;2728;5560;1;2714;0.490647482014388;0;2;2710;1;7;0;0.939130434782609;0;108;3;2596;2501
CVE;VarelaVaca2020;False;2008-0028;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0028.afm;security/CVE/VarelaVaca2020-2008-0028;167.0;154.0;5.0;225;2.03111111111111;1.34730538922156;0.910179640718563;5;12.7692307692308;5;0;5640;11427;1;5632;0.493567865581517;0;2;5622;1;11;0;0.934131736526946;1;156;4;5456;5313
CVE;VarelaVaca2020;False;2008-0412;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0412.afm;security/CVE/VarelaVaca2020-2008-0412;151.0;137.0;4.0;118;2.55084745762712;0.781456953642384;0.880794701986755;5;10.7142857142857;7;0;3024;6216;1;2982;0.486486486486487;0;3;2994;1;7;0;0.95364238410596;0;144;3;2844;2720
CVE;VarelaVaca2020;False;2008-0413;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0413.afm;security/CVE/VarelaVaca2020-2008-0413;151.0;137.0;4.0;118;2.55084745762712;0.781456953642384;0.880794701986755;5;10.7142857142857;7;0;3024;6216;1;2982;0.486486486486487;0;3;2994;1;7;0;0.95364238410596;0;144;3;2844;2717
CVE;VarelaVaca2020;False;2008-0414;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0414.afm;security/CVE/VarelaVaca2020-2008-0414;103.0;92.0;4.0;80;2.175;0.776699029126214;0.844660194174757;5;9.27272727272727;5;0;2218;4529;1;2204;0.489732832854935;0;2;2201;1;7;0;0.932038834951456;0;96;3;2099;2014
CVE;VarelaVaca2020;False;2008-0415;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0415.afm;security/CVE/VarelaVaca2020-2008-0415;151.0;137.0;4.0;118;2.55084745762712;0.781456953642384;0.880794701986755;5;10.7142857142857;7;0;3024;6216;1;2982;0.486486486486487;0;3;2994;1;7;0;0.95364238410596;0;144;3;2844;2725
CVE;VarelaVaca2020;False;2008-0416;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0416.afm;security/CVE/VarelaVaca2020-2008-0416;151.0;137.0;4.0;118;2.55084745762712;0.781456953642384;0.880794701986755;5;10.7142857142857;7;0;3024;6216;1;2982;0.486486486486487;0;3;2994;1;7;0;0.95364238410596;0;144;3;2844;2728
CVE;VarelaVaca2020;False;2008-0418;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0418.afm;security/CVE/VarelaVaca2020-2008-0418;152.0;137.0;4.0;118;2.55084745762712;0.776315789473684;0.875;5;10.0666666666667;7;0;3026;6220;1;2984;0.486495176848875;0;3;2995;1;7;0;0.953947368421053;0;145;3;2844;2773
CVE;VarelaVaca2020;False;2008-0419;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0419.afm;security/CVE/VarelaVaca2020-2008-0419;103.0;92.0;4.0;80;2.175;0.776699029126214;0.844660194174757;5;9.27272727272727;5;0;2218;4529;1;2204;0.489732832854935;0;2;2201;1;7;0;0.932038834951456;0;96;3;2099;2009
